station,1904-05,1905-06,1906-07,1916-17,1908-09,1915-16,1917-18,1911-12,1912-13,1918-19,1929-30,1930-31,1928-29,1919-20,1926-27,1946,1925-26,1923-24,1921-22,1932-33,1933-34,1944,1942,1949,2002,2003,2000,1992,1991,1993,1990,1994,1995,1996,1976,1977,1997,1982,1984,1985,1983,1980,1981,1978,1989,1986,1979,1987,1988,1975,1974,1973,1972,1998,1971,1999,1970,1966,1968,1967,1969,1965,1963,1958,1959,1961,1960,1962,1957,1964,1956,1955,1954,2001,2004,2005,2006,1953,1952,1951,1950,1920-21,1922-23,1924-25,1914-15,1913-14,1941,1948,1934-35,1935-36,1937-38,1938-39,1936-37,1940,1931-32,1943,1945,1927-28,1947,1910-11,1909-10,1907-08,borough
120,0,0,0,0,0,0,0,0,0,0,4017079,4091992,3577017,854309,2757845,3485912,2293180,1820460,1297571,3348894,3210376,2859399,2792681,3414451,4715430,4498896,4677547,2537564,2610891,2954281,3077154,3187923,3109871,2750554,3743493,3915823,3204499,4008324,3632449,3467107,3889353,4028589,4056279,4078077,3401615,3454274,4222379,3507044,3688996,3726970,3846555,3886784,3825276,4025379,3775092,4195295,3802782,3893577,4136366,4172050,4242276,4041278,4028638,3638430,3771052,3879448,3895166,4098534,3564020,4169332,3394165,3021365,3159879,4681025,4616827,4813944,5056435,3402204,3401856,3470220,3357579,1129675,1386220,2189046,0,0,2972493,3513502,3252490,3326931,3166271,3077120,3263310,3065975,3704398,2773654,3115552,3158467,3513958,0,0,0,1
121,0,0,0,0,0,0,0,0,0,0,0,418482,0,0,0,6640309,0,0,0,5021200,5410553,5787880,5091843,6510548,1893930,1609132,1767030,1949274,2207584,1794006,2475741,1661556,1499282,1472122,5241717,4982150,1565990,5238996,4410634,4074362,4836906,4925971,5316172,4631102,2730673,3643347,4771685,3332208,2493830,5374006,5585790,6041502,6582217,1680011,7113826,1342536,7559440,5388542,7236657,5897571,8071607,5400062,5552482,5866181,5836211,5780770,5860384,5825501,5980103,5580750,6106095,6225042,6447412,2017217,1589170,1625919,1742253,6684103,6830318,6701810,6260900,0,0,0,0,0,4826482,6667070,5079532,5402688,4937855,4657751,5411162,4685839,4919168,5425763,6090566,0,6768847,0,0,0,1
122,0,0,0,9614416,0,8532592,6707216,0,0,6038411,6033311,5246865,4624701,6613089,8367407,2384948,8113141,7562965,6778859,4120058,3907513,2142118,2427588,1654000,477528,531554,250126,70989,75902,84719,88355,90019,105900,111129,160501,151691,113490,165103,130136,159409,163421,153510,160514,163909,102627,177570,161311,176419,148818,174339,197622,219421,250023,143875,283499,123815,295548,487939,397834,484171,338232,551193,648098,877235,847469,729378,783888,692700,910344,617820,961562,982857,1048450,374381,530882,589400,694100,1193556,1330334,1414158,1500232,6215058,7071432,8197035,7341072,6037630,2570482,2048273,3840073,3728197,3040224,2884304,3419161,2679518,4628374,2265015,2160431,7898129,2298548,0,0,0,1
123,0,0,0,0,0,0,0,0,0,0,2398795,2332242,2115219,0,1111904,2247648,966724,685,0,2188699,2215541,1816392,1869305,1791543,1360880,1310782,1146823,545039,551194,585471,539474,634060,686954,760805,592368,558319,792628,561351,534594,509676,553521,559750,578521,550766,544783,514161,566524,537732,540626,679103,691496,769966,829013,899948,878702,1020845,924763,920838,929680,945602,928814,976923,1064506,1002516,1027777,1024818,1019481,1084965,1046943,1042111,1123889,1178110,1264672,1300193,1414139,1366528,1462293,1526042,1549822,1616837,1675708,0,0,752159,0,0,1972052,2082257,2148023,2163311,1990193,1934626,2088099,1951125,2329423,1820521,1960154,1163309,2256258,0,0,0,1
124,0,0,0,0,0,0,0,0,0,0,5459523,5324697,4924594,0,3589568,3094594,3225130,1057,0,4713516,4720972,3196197,3517097,4754956,4843735,4655067,4131324,2794390,2640055,2995319,2586571,3243046,3312769,3248195,2308482,2264798,3157607,2234941,2233555,2216643,2284266,2345584,2342020,2420767,2538401,2198470,2467231,2398858,2549099,2451612,2540621,2762575,2874290,3382685,2890984,3655540,2927373,2932877,3010335,3123912,2957326,3062676,3310834,3187336,3212575,3202645,3205362,3563155,3289923,3253473,3456124,3523535,3709311,4574737,4992321,4973154,4931530,4293307,4171385,4514464,4643778,0,0,2419050,0,0,3587365,3868143,4602356,4647831,4198289,4051120,4520978,3724890,5016209,3430660,3034760,3739392,3418107,0,0,0,1
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2040606,1799917,9051836,5289389,5075725,5755653,5243225,5817270,4666600,5612871,2125811,2135376,6174421,2801026,2789774,2412564,2770623,2547445,2796816,2223865,4624795,1389555,2363212,722533,756472,2140799,2030540,1961690,1831848,7565225,1810651,8434265,1668774,0,1077757,66498,1516533,0,0,0,0,0,0,0,0,0,0,0,0,6120697,5088831,6196196,7040274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5039914,0,0,0,0,0,4511701,4794581,4968455,4589652,4352635,3677771,2655665,2609260,2802809,2631953,2898705,3082513,2887510,2178700,2164080,2843678,2399381,2440651,2503488,2451123,2377538,2427777,2298876,2816415,2627492,2388818,2691206,2832373,2295189,2361187,2429089,2454360,3311632,2617271,3572658,2770182,3244333,3057706,3240134,3040109,3546796,3610523,4026622,3899293,3708378,3796158,3724246,4130634,3505268,4159307,3959703,4011262,4307356,4048710,3951122,4116490,4529446,4852199,4886825,4995739,0,0,0,0,0,4598137,5136533,0,1030838,3152601,3475048,2739469,4054322,0,4745975,4526850,0,5146042,0,0,0,1
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4914845,0,0,0,0,0,4440541,4894226,4733042,4158457,4279275,3637622,1896457,1732861,2097375,1676856,2318329,2432569,2453966,1743027,1683472,2594653,1777548,1653415,1611981,1866965,1779455,1786426,1787308,1714209,1592536,1868513,1634866,1651499,1938839,2066815,2112398,2188423,2996630,2327665,3328903,2444291,2725148,2582424,2725876,2615718,2998089,3114349,3542767,3167996,3079967,3095638,3230876,3698080,3036287,3798824,3740717,3730109,3845891,4479066,4649539,5039736,4215959,4353020,4583140,4727890,0,0,0,0,0,4868560,4892266,0,1153460,3743334,4198508,3073994,4596986,0,4846826,4450930,0,4941855,0,0,0,1
128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9020249,0,0,0,0,0,7665065,7274229,8464991,6165975,6395319,5884822,3546848,3608437,3668487,3700814,3887324,3994253,4157933,4369076,4372852,4437578,4278899,4298733,4101597,4337724,4250620,4351915,4488923,4076313,3815211,4610892,3718762,3701919,4411832,4661619,4804786,5031037,5086805,5287339,5643989,5518190,5921758,5980148,6027718,6046495,6318794,6514017,7238004,7199256,7068979,7184708,6781837,7719051,6430238,8188880,8286840,7842883,6028814,6711715,6975107,7179443,8145166,8242029,8250195,8497424,0,0,0,0,0,6466496,8935550,0,0,0,0,0,210699,0,7788071,7874344,0,8940521,0,0,0,1
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17574066,0,0,0,0,0,14668368,12835552,16236245,15901255,15016674,18409112,12202581,12091255,12784597,12827371,13692069,13313426,13706695,14667807,14903257,14364734,15532615,14186960,13517317,14754039,15622527,15928652,15687945,13209344,12456035,16475647,11573205,11254124,14796263,15263549,15084155,14996686,16219834,14878010,17268564,16249997,15833245,17532594,16630789,17649775,16584778,16137576,14421760,14331232,15369228,14749245,16014352,14525011,16541934,14911336,14514670,14674499,17591014,16203077,16340661,16801789,15545967,15789553,16022548,16217063,0,0,0,0,0,11167138,17023781,0,0,0,0,0,469753,0,14063199,15981013,0,17222941,0,0,0,1
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8444960,0,0,0,1190801,2730498,8091337,7102873,7470365,5309669,4942512,4813958,3409739,3185157,3580048,3279398,3818668,3816167,3767437,2834836,2871354,3770108,3121587,3121257,3178777,3041724,3354756,3196823,3026434,3211179,3226956,3131624,3159680,3219287,2879147,3148873,3641855,3407792,4088512,3536534,4364428,3895627,4273713,4161592,4221553,4175529,4673635,4939827,5772064,5495722,5317359,5344116,5264405,6232128,4886750,6782148,6820570,7092045,5152150,5104588,5032628,5259927,7620672,7820983,7912951,7556377,0,0,0,0,0,6216692,7898612,3331695,3595802,4375907,4638914,3936736,5148520,0,8047044,7979035,0,8064631,0,0,0,1
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3431271,0,0,0,656211,1270705,3220719,2768974,3190799,2616514,2605514,2799021,1498700,1389509,1591557,1464048,1676440,1760892,1868601,1197541,1337329,2000810,1572530,1580258,1562521,1588042,1504939,1575938,1470006,1477015,1518686,1580842,1485013,1456740,1270251,1457088,1485683,1599470,2339186,1694997,2637526,1868102,1939447,2087329,1961346,2063359,2079031,2194851,2467940,2491142,2369242,2436677,2384790,2662440,2091878,2754451,2817274,2996841,2756454,2787051,2873559,3051044,3360088,3377235,3264838,3221089,0,0,0,0,0,2496711,3311004,1615155,1713638,1706364,1711320,1628497,1935876,0,3162865,3206529,0,3418230,0,0,0,1
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8377628,0,0,0,1918256,4083791,7155446,6977785,7740970,5248443,5244743,5412062,3163437,3040089,3385232,3006672,3671852,3755532,3882399,2733902,2980522,4039819,3168252,3063007,2988181,3137406,3245839,3339288,3232489,2759187,2869875,3364695,2856408,2922317,2889736,3060103,3184989,3357421,4667688,3686306,5052915,4032296,4389392,4457278,4431501,4456720,4763488,4871626,5232268,5231212,4533427,4738055,4874194,5549021,4777151,5781923,5802391,6037245,5461246,5869125,6118062,6455303,6839117,7168688,7380053,7572699,0,0,0,0,0,7146337,8114701,5175042,5888749,7899310,8721977,6888131,9961820,0,7262145,7434695,0,8391150,0,0,0,1
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29975425,0,0,0,5167390,12671360,28301529,23929407,25549196,23727788,21707757,22503337,15500307,15419048,16286299,15556834,17239806,17482488,17731136,12650958,13057750,18529165,15167623,16038257,16066777,15651276,14898139,15489540,13961266,15119907,16131569,14601061,16104000,16454925,13015194,13583634,13784539,14290445,20237799,15734389,21338725,16617536,15075150,17098538,15859755,17959295,16097839,16862238,18147210,18078549,17375615,17544600,17662906,18901872,16841354,19371351,19235604,19727405,22637540,22130711,22484623,23729462,21436060,22476813,22893929,23980489,0,0,0,0,0,22221708,27620916,15855842,18141841,24670185,26492152,21785843,29642333,0,27391537,28872676,0,28767755,0,0,0,1
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9638049,0,0,0,2508924,5078142,8780724,8087145,7711030,4844903,4705726,5148328,2736138,2579689,2852721,2551683,3157001,3339373,3416466,2293550,2232848,3554127,2498556,2400826,2358239,2434428,2537735,2584873,2466256,2164324,2238260,2570813,2189387,2313813,2474230,2630193,2702385,2910530,4246821,3251717,4775967,3512163,4448628,3993003,4570451,3911492,4933665,5290247,5605874,5520454,5461048,5545372,5706159,5971675,5174962,5921522,5834974,5831997,4862746,5063371,5135167,5378311,6285266,6531149,6721303,7189201,0,0,0,0,0,7851069,8506768,6269909,7193664,9321146,10105688,8286657,10695487,0,8896672,9239072,0,8922336,0,0,0,1
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2961227,0,0,0,0,369069,2745703,2430798,2566218,3270470,3022105,4302476,2993984,2881037,2902540,2981741,2933503,2845269,3071470,3250275,3237604,3329650,3365941,3343612,3178545,3286379,3325586,3373587,3231862,2853449,2869746,3380559,2676243,2582674,3310829,3373943,3360051,3368110,3880573,3552789,4169294,3674038,3120339,3504762,3297598,3777354,3410668,2931586,2357177,2352622,2437754,2393982,2711203,2346973,3116369,2426171,2502245,2424991,3816125,3503663,3602310,3886404,2602016,2593640,2621681,2609667,0,0,0,0,0,2305709,2778747,572514,688967,1590618,1828230,985373,2100825,0,2623866,2723344,0,2921416,0,0,0,1
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7284562,0,0,0,0,1379630,5708751,5474845,7257209,7041443,6479282,8972244,7311291,7466219,7366328,8044005,7816919,7833117,8348503,7190734,7533661,7547442,8321114,8633192,8399308,8336372,7943721,8239891,7939398,8343082,8442382,8324240,8371061,8362620,7236005,7701115,7619857,7390158,6485663,7933082,7476721,8981508,8618092,9638504,9192418,9713934,9135587,9210143,7453646,7679387,8650749,7967811,9306131,7079493,9287107,7230744,7326325,7228681,8278472,6519352,6789453,6989592,7437499,7636136,7516053,7261948,0,0,0,0,0,5681137,7510480,2222919,2811954,5333508,6134852,3687068,7040378,0,5445740,6340201,0,7445580,0,0,0,1
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3326682,3734712,2360527,1474506,1421056,1598677,1418020,1780405,1429833,1748483,1553450,1450785,1966491,1497304,1280345,1075055,1378425,1555185,1590758,1500483,1311778,877580,1601398,773796,769053,1624944,1656373,1625968,1587336,2209971,1502944,2425058,1510334,0,563531,0,1504288,0,0,0,0,0,0,0,0,0,0,0,0,1861664,4075504,4218995,4249311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2970038,3506703,1094631,896276,787436,1020916,622423,1158183,1125039,1230943,0,0,1277586,0,0,0,0,0,0,0,76051,0,0,0,0,0,0,0,0,461268,0,653679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1239510,3665329,3695168,3741511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1588381,1596306,1371388,1087465,1044443,1204189,924438,1276672,1201827,1202183,0,0,1216701,0,0,0,0,0,0,0,134361,0,0,0,0,0,0,0,0,1212582,0,1285574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425557,1648937,1629783,1927373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3721383,0,0,0,999910,1799762,3381050,3574977,2993062,2182889,2140202,2046939,973057,903279,1105411,950724,1309440,1365714,1409121,1123618,1104685,1449118,1140859,1048997,985573,1120108,1152860,1201682,1177230,851847,895468,1195858,835262,846300,1191473,1255694,1290474,1357666,1688084,1504012,1925022,1651471,1615855,1793532,1705385,1793931,1708207,1746458,1912845,1851615,1798404,1833258,1895709,1953682,1709705,2033999,2037770,2140528,2165933,2229597,2264805,2377265,2432006,2493026,2596427,2801993,0,0,0,0,0,3635152,3404082,2053202,2217562,2565285,2730686,2395292,3050766,0,3535671,3494360,0,3658078,0,0,0,1
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3976789,0,0,0,969056,1704957,3615186,3553536,3313149,3173576,3121581,3136839,1367378,1291488,1474379,1359881,1699591,1865504,1862400,1467727,1473573,1929104,1496175,1437336,1357710,1489544,1549934,1567952,1587477,1325098,1327240,1665774,1297358,1307008,1603161,1667399,1693145,1778964,2182199,1895036,2269461,2041507,2079781,2231520,2182099,2280151,2283500,2387724,2384849,2342050,2375708,2381313,2518696,2402805,2313359,2512746,2487326,2589696,3181389,3200841,3264832,3516638,2822805,2953725,2990654,3161789,0,0,0,0,0,3503806,3761343,1842503,2185017,2510768,2690842,2349038,3036548,0,3578640,3750570,0,3928322,0,0,0,1
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4950031,0,0,0,1398236,2463521,4536719,4583922,4213435,2815252,2777808,2635442,1444653,1243349,1575500,1322296,1699584,1760440,1771916,1566832,1507338,1796054,1489597,1341113,1296462,1434232,1560164,1596769,1596010,1241647,1256035,1631245,1218042,1209426,1662281,1689418,1636402,1673730,2226072,1806765,2537278,1866825,2101079,2093137,2122180,2056112,2345369,2617523,2973870,2967072,2814175,2942270,2870179,3049057,2491165,3198283,3161856,3248971,2804933,2881330,2917436,3042897,3612042,3718519,3809958,4018724,0,0,0,0,0,4469993,4681938,2849378,3022544,3282380,3535475,3125846,3914224,0,4572894,4714513,0,4856356,0,0,0,1
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4331750,0,0,0,1220299,1928484,3830548,3873627,3590501,2265763,2162723,2107628,1116517,1042762,1201653,1061426,1331962,1424667,1474808,1411744,1399109,1536809,1352207,1214557,1152191,1299288,1400437,1447584,1473673,984728,1068131,1467915,1020124,1000157,1468422,1541897,1505888,1502944,1803103,1556247,1987730,1573567,1364384,1540277,1463100,1652699,1491921,1767858,1754637,1727622,1822233,1707253,2029800,2069958,1553086,2281555,2413047,2670133,2216182,2176470,2193942,2317801,3087226,3237404,3321126,3449673,0,0,0,0,0,3884717,4034289,2290144,2463051,2817948,3068078,2674537,3445760,0,3885465,4013667,0,4266879,0,0,0,1
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2495195,0,0,0,823414,1288935,2172097,2319362,2323391,1396846,1377254,1312778,683135,654817,730934,673132,806275,865646,894268,730075,715178,908675,716475,711842,700066,722717,717608,748460,722289,621908,698516,720402,706183,669564,801788,845903,876076,900932,1071782,966734,1193058,987165,1008429,1023132,1018494,1033852,1146493,1246991,1298131,1391367,1332902,1375140,1351740,1160402,1221188,1223126,1335062,1799211,1360123,1381689,1399593,1485229,2172010,2182608,2181602,2235882,0,0,0,0,0,2333138,2446522,1435051,1598860,1714087,1886079,1654948,2051962,0,2218017,2272481,0,2554520,0,0,0,1
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3846725,0,0,0,1142540,1897190,3303890,3211741,3267018,1682946,1694386,1586764,844465,775017,907079,748379,1044992,1108846,1172166,881134,771788,1167040,653697,633277,623855,653671,693955,699200,720055,714512,592482,710055,604658,644165,1021556,1166361,1238675,1348660,1540169,1523422,1512217,1668749,1717521,1727602,1731020,1757279,1868830,2067147,2298822,2252999,2150639,2202207,2218315,2400645,1972806,2456207,2416201,2518226,1678898,1744293,1748294,1847042,2861161,2945965,3052163,3131340,0,0,0,0,0,3310845,3548575,2183937,2309011,2507298,2697699,2407385,2989018,0,3299135,3503160,0,3780533,0,0,0,1
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5737224,0,0,0,1384890,2135924,4957948,4470832,4463721,1462264,1411950,1269783,434769,354988,517165,331090,628458,733197,761856,882467,738465,804906,661175,515375,475554,613445,713557,711840,696084,381913,409224,757208,382173,405399,1023375,1236520,1220493,1296602,1286814,1484012,1213099,1593608,1931845,1820268,1894292,1796947,2218566,2476678,2810412,2751572,2650188,2712698,2696086,2973801,2338153,3107390,3136856,3256952,1384208,1426822,1497769,1618478,3745728,3948457,4088718,4238959,0,0,0,0,0,4434505,5072362,2358464,2590208,3045059,3341900,2835649,3847922,0,4889276,5306741,0,5533874,0,0,0,1
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14889922,0,0,0,2945777,5481499,12821947,11443134,11852535,6453174,6377256,5671806,3154808,2771632,3490090,2774589,3767677,3776891,3736737,4115270,3836792,3785629,3928184,3571538,3449764,3865484,3849013,4142072,3898438,3010205,3291030,3956446,3290387,3250053,4500604,4768228,4852284,5085372,5006576,5535539,5124357,5812239,6699546,6574009,6678368,6465594,7438979,8231828,8922535,8845719,8518533,8699190,8696902,9048213,7820090,9060361,8893903,9193636,6131145,6551212,6672225,7168304,10529413,10730340,10985239,11367752,0,0,0,0,0,10813039,13217954,6410949,7045339,8355271,8777133,7876794,9584909,0,12586892,13756440,0,14402624,0,0,0,1
148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5907994,0,0,0,1124752,1968680,5570747,4885011,4884220,1151802,1052309,1019762,394617,373656,436733,357301,493573,536287,555541,808682,743351,541177,600554,492588,455260,553488,657604,681827,714697,366990,452556,687685,429676,402170,889365,965979,1012912,1098311,1058949,1229896,996199,1332076,1714281,1567406,1639672,1536135,1954577,2223044,2678460,2581661,2421622,2493156,2481771,2877136,2072974,3040510,3148107,3391756,1103285,1100099,1154615,1274966,4045775,4296368,4555818,4696187,0,0,0,0,0,4724003,5256183,2306502,2552566,3080252,3394776,2918616,3973666,0,5416320,5637299,0,5646620,0,0,0,1
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11747041,0,0,0,2656097,4469848,10310134,9105215,9852470,5442821,5284515,5102824,3119381,3057007,3336052,3133512,3618448,3775067,3766429,3670295,3497515,3782570,3807738,3892812,3869877,3995255,3562460,3800499,3508276,3339615,3771064,3582963,3751826,3631058,3944477,4162767,4291618,4410465,4668128,4659191,4860399,4850948,5527939,5441971,5544928,5332907,5995539,6392194,7324258,7176132,6757870,6935897,6920150,7515523,6159514,7707230,7786970,8081609,5288463,5425628,5492501,5877424,8933011,9156593,9359249,9593381,0,0,0,0,0,8650994,10759539,5100641,5540255,6376601,6669922,6093764,7385129,0,9969791,10797744,0,11527156,0,0,0,1
