1927-28,1967,1943,1949,1952,1985,1911-12,1915-16,1908-09,1904-05,1938-39,1912-13,1975,1974,1946,1926-27,1999,1948,1906-07,1947,1930-31,1934-35,1956,1920-21,1941,1981,borough,1933-34,1988,1984,1936-37,1960,1937-38,1978,1989,2005,1905-06,1998,1970,1986,1954,1951,1964,1996,1919-20,1922-23,1955,station,1993,2000,1991,1980,1969,1958,2003,1907-08,1924-25,1945,1972,1965,1968,1957,1971,1987,1992,1976,1910-11,1997,1917-18,2006,1935-36,1923-24,1950,1962,1979,1916-17,1913-14,1963,2004,1929-30,1961,2002,1944,1982,1925-26,1932-33,1994,1940,1990,1966,1953,1942,2001,1918-19,1995,1973,1931-32,1921-22,1959,1928-29,1977,1909-10,1983,1914-15
1372177,1348907,1489666,1139414,1219213,1374768,0,0,0,0,1655057,0,1210342,1257523,1420038,1105636,1854997,1246425,0,1345122,1842859,1737623,1169534,377535,1461551,1302977,4,1769217,1440336,1295091,1755260,1136090,1663835,1210360,1458986,2029460,0,1789861,1314324,1384543,1139198,1177374,1331483,1689865,334585,365402,1152880,391,1554433,1932097,1441106,1232082,1382334,1137360,1989342,0,761758,1365931,1278068,1371790,1354994,1155671,1306503,1410772,1468764,1205297,0,1685396,157880,2039685,1757108,466424,1129290,1178119,1247540,27420,0,1183216,2041649,1787857,1134219,2035015,1401707,1265202,995147,1812891,1647330,1560560,1456946,1294357,1186164,1472444,2045660,245640,1668282,1285107,1923771,368940,1133867,1572469,1164624,0,1268356,0
3770266,2461998,4211040,3241613,2925228,2615274,0,0,0,0,4429833,0,2135479,2197286,4090978,2725782,3922375,3598341,0,3848039,5338648,4987221,2590367,376200,4081689,2578598,4,5030563,2937416,2537063,4787521,2581225,4466904,2300251,2951156,4370850,0,3759491,2389866,2703457,2636495,2989865,2727972,3500189,318560,478361,2547828,392,3099623,4192116,2808090,2438418,2504775,2549424,4249671,0,1521028,4038959,2300764,2648907,2446895,2585058,2318712,2819514,2902260,2120689,0,3436086,299960,4499243,5041784,837132,3136797,2625819,2445665,43160,0,2543599,4282558,5043433,2571487,4329027,4049425,2553395,1980733,5253010,3396913,4236619,2882291,2418345,2864789,4192079,4378691,311520,3435298,2260668,5429068,363200,2542837,4450699,2152936,0,2576612,0
970410,1922284,2973053,2321653,2114158,2048520,0,0,0,0,2846276,0,1679944,1727178,2867475,564347,3029710,2527543,0,2657556,2418206,2591799,2090060,88260,2985729,1904433,4,2565160,2107114,1959508,2670348,2022282,2662748,1788037,2068114,3137953,0,2884755,1859770,2086298,1926870,2149130,2106009,2530577,64870,256080,1961451,393,2269142,3120614,2065942,1810353,1994088,2020454,3122161,0,367212,2815669,1755915,2069758,1930857,2055100,1782319,2061210,2119755,1665183,0,2546189,43795,3249075,2561653,327244,2258270,2081148,1861051,4250,0,2013547,3118398,2117809,2073478,3208254,2843148,1895060,416042,2563267,2376709,3029155,2101257,1922995,2091595,3022515,3194535,47805,2412677,1731441,2501052,160080,2035673,1526348,1699717,0,1931972,0
2076012,1821045,2283689,1461081,1529846,1579002,0,0,0,0,1373098,0,1465411,1635242,1681071,2071477,2801317,1667318,0,1680430,2060773,1709168,1651125,608700,1805289,1802510,4,1776131,1854189,1566408,1735352,1630539,1459550,1818489,1937676,3181420,0,2563734,1750233,1614559,1465714,1462629,1588694,1906437,600570,1141083,1566998,394,1889638,3041631,1776241,1793917,1990116,1519282,3423482,0,1746841,1799661,1594444,1670153,1869739,1611230,1632684,1670535,1847261,1497152,0,2025830,351920,3306979,1805887,1486294,1477270,1502628,1899643,29860,0,1506652,3219242,2282094,1565311,3261115,2079120,1612048,1997480,1607694,1944620,1421701,1811497,1696384,1518775,2184546,3041783,451080,1865725,1592519,1761114,685467,1589397,2105757,1594664,0,1582817,0
2281869,1098303,2163996,1514998,1472479,713405,0,0,0,0,1915711,0,753732,882097,1982690,2128673,1034520,1772041,0,1902168,2340290,2091771,1334404,1399400,1726931,722654,4,2007435,742314,731445,2188468,1212896,1971486,665191,796461,2556881,0,986586,1128677,693143,1334820,1489400,1108349,938019,1246740,1697931,1334288,395,755321,1122769,821292,701751,1160683,1253600,2247437,0,2036984,2011305,963837,1098529,1094750,1320380,1006464,702143,762363,714518,0,888949,814560,2673323,2197913,1863297,1502210,1117961,684068,481400,0,1070640,2496326,2552581,1145123,2013913,2048321,691838,2099687,2063310,779957,1819335,874288,1056084,1440904,2020278,1434583,978200,852788,939174,2165134,1486700,1255212,2415124,681189,0,737578,0
1072225,3487822,1816950,2103596,2465675,2363524,0,99860,0,0,1528444,0,2388542,2518179,1735658,903197,1287449,1979714,0,1807158,1242549,1148939,2602415,690780,1509613,2541505,4,1129718,1863787,2489664,1274453,2959019,1379281,2318245,1781403,1703096,0,1096777,3424122,2310594,2376831,2298906,3229441,1269534,619210,913665,2439364,396,1347595,1386684,1500825,2457736,3611995,2917988,1626564,0,953892,1732769,2752314,3392035,3477164,2816344,3134746,2230854,1377884,2265580,0,1076144,424260,1773821,1292980,1008899,2166475,3120111,2478533,400940,0,3111697,1719781,1338327,3006687,1576228,1813772,2499856,920074,1021875,1325869,1597372,1530791,3386556,2461192,1641556,1570022,650270,1242084,2504498,1127537,662380,3015790,1241822,2275030,0,2519479,0
5901891,1651818,2848814,2410556,2438938,1547349,0,2342628,0,0,3025126,0,1343215,1466769,2783058,5334047,1680570,2629545,0,2842218,5945717,3658149,1935195,5286100,2519797,1473653,4,4071079,1443874,1511838,3677165,1899683,3131210,1314521,1500893,1858943,0,1694923,1693108,1535924,2150341,2377663,1837110,1326163,4393000,5881140,1972598,397,1252976,1749341,1338260,1360829,1686475,1931053,1748051,0,5447212,2678394,1666201,1803058,1666398,1952547,1702312,1486729,1250324,1319836,0,1442719,2525136,2016912,3630551,6233085,2444571,1869024,1372785,2582365,0,1809207,1841456,6328547,1862797,1723353,2799380,1428532,5296837,4917890,1240025,2748826,1560054,1677603,2384755,2675821,1844675,3118800,1263012,1602008,5474920,5382300,1944062,6287039,1297273,0,1506589,28610
5475345,3532842,4614113,4138560,4002942,3480173,0,0,0,0,5229614,0,3244820,3341842,4460509,4948105,4395115,4410798,0,4345619,6006485,5565375,3755202,1243100,4872034,3413210,4,5495403,3498572,3455270,5719325,3728440,5230979,3317699,3511301,4794029,0,4235703,3608278,3447980,3834351,3992082,3671142,3759692,996900,1479472,3759082,398,3327276,4534284,3229877,3264421,3752576,3742551,4662751,0,3850456,4284650,3415345,3578360,3571338,3773252,3534465,3493521,3090800,3216297,0,3810177,711000,4941924,5924280,2585411,4057928,3678108,3388851,200400,0,3604178,4706455,6180936,3722887,4774750,4350513,3433201,4451172,5168101,3556768,4853737,3365348,3379154,4094844,4705848,4684867,987900,3610904,3375186,5504702,1126500,3702071,5826338,3187915,0,3501344,0
3442789,1836892,2376641,1793907,1847726,1829111,0,0,0,0,2695127,0,1578662,1638648,2244084,2980473,2625687,2005084,0,2161946,4015630,2851368,1790484,1700300,2585783,1710870,4,3144263,1951464,1811729,2771280,1790468,2697655,1624021,2017441,3182143,0,2543903,1804457,1849422,1808491,1826193,1849334,2334534,1648200,1624697,1809057,399,2100933,2720539,1910002,1660804,1863651,1759599,2912579,0,2392521,2095574,1661521,1847088,1810127,1767162,1743363,1870355,1850126,1575290,0,2392670,1093200,3266184,2815340,1993983,1801686,1791549,1667818,343800,0,1750849,3036773,4046031,1805101,3046649,2128175,1729964,2694173,3534869,2195663,2641829,1947144,1768905,1903787,2548921,2878864,1334300,2200203,1652950,3749355,1634000,1768907,3738775,1550426,0,1793173,0
4506420,2389982,3312007,2574360,2705940,2535832,0,0,0,0,4202862,0,2198110,2232023,3165448,3882789,3725428,2834608,0,2977649,5414561,4619097,2447795,2024600,3613824,2512181,4,4664470,2655976,2544920,4508213,2384967,4301943,2275499,2671644,4046487,0,3587061,2362435,2482554,2519163,2668946,2490338,3170604,1985800,2188085,2480871,400,2692491,3734938,2494940,2421366,2455050,2404152,3868714,0,2945743,3091712,2236786,2439151,2366158,2448264,2292224,2567743,2518061,2179676,0,3238855,1237800,4173798,4659450,2633109,2633531,2374866,2396734,424100,0,2367091,3982000,5355516,2381010,3885569,3112722,2499663,3391068,4824016,2878882,3942152,2519503,2294616,2702918,3458244,3780433,1609600,2997961,2220448,5058353,1990600,2389511,4848498,2169780,0,2554561,0
4406216,2499003,3227240,2466223,2735536,2394479,0,0,0,0,3617558,0,2233864,2285980,3159198,3874624,3374355,2806125,0,3001693,5395801,4137965,2532189,1993300,3369979,2387691,4,4308938,2357353,2395701,4133433,2552654,3924547,2218776,2336550,3899010,0,3326320,2439842,2338723,2625321,2710553,2607674,2880807,1953800,2071871,2555687,401,2346700,3426057,2148019,2299934,2537897,2530617,3715489,0,3189076,3054198,2291839,2549572,2458244,2528652,2347969,2356700,2137223,2192873,0,2997271,1332450,4057520,4300156,2691008,2504507,2581674,2300058,445850,0,2548755,3806187,5391308,2557579,3712393,3104423,2383437,3565561,4772635,2534601,3507298,2182720,2408489,2778411,3337421,3542286,1606300,2657857,2294153,4963513,1859500,2526106,4936428,2133728,0,2426043,0
2024961,1507341,2014228,1429553,1677283,1508161,0,0,0,0,2210688,0,1284274,1316260,1839962,1888019,1871564,1615153,0,1733396,2338181,1795749,1537817,1068200,2043254,1496408,4,1883044,1573310,1531790,2854960,1546448,2201163,1327814,1480541,2186785,0,1808014,1427764,1493234,1599845,1659600,1574162,1607609,908140,1033629,1564226,402,1350400,1865501,1259116,1409851,1515025,1539224,2054015,0,1425441,1833108,1354319,1545422,1498661,1514203,1376377,1534678,1263721,1275980,0,1658475,554350,2259276,2881946,1241211,1503141,1504175,1389865,185950,0,1528141,2123554,2349065,1512056,2055318,1900920,1489890,1768305,1998112,1447856,2110946,1275822,1469203,1739994,2033064,1941024,673660,1498668,1349832,2144284,928300,1556652,2357607,1252263,0,1516622,0
1247872,450163,1241423,535176,674269,466733,0,0,0,0,875994,0,499847,486646,636624,1133717,443129,617893,0,658027,1200641,833460,618338,719800,1112965,497998,4,903286,482027,470373,863270,511397,794811,484888,419491,590683,0,424825,466859,420182,621967,627833,519129,426183,791200,883719,657395,403,383883,476778,366797,493437,463131,590044,580183,0,991172,629605,471645,482647,442559,616675,454043,462766,368636,508945,0,395323,667700,629063,880193,1034875,584649,513252,504922,324300,0,530370,599451,1406415,501136,539489,836845,482099,1072063,1000522,387314,977770,386568,454526,695346,1258428,490623,864200,393382,476297,1074295,800200,563414,1285399,477254,0,484812,0
21382744,6780923,14686458,14294124,12260729,6648955,8458632,9149150,7694366,0,13532609,8942227,6626593,6648607,15694983,19881562,9269681,15318018,0,15776040,21408650,16785553,8019635,17105379,13693373,6563806,3,17509259,7631148,6431081,15619569,6830229,14230708,6530600,7804335,9857821,0,8755430,6746408,6931274,9624300,13221497,6893639,7907417,13320801,17811095,8389918,404,7681228,9923338,7653545,6514292,7013370,7864496,9905366,7083265,18859174,14856839,6589252,6833619,6832276,7877925,6646923,7338897,7617839,6266762,7755366,7983555,9770897,9746520,16666934,18744452,13727966,6668550,6759430,9359728,8963677,6730730,10068472,22436973,6821669,10007439,14881084,6459752,19357723,18763535,7749891,13740066,7686069,6515500,10937163,14442403,10154126,10048991,7684487,6446841,20253136,17379833,7190943,21767240,6194697,7839875,6594093,8663098
0,5377730,6667622,6946529,6359616,4605494,0,0,0,0,4999909,0,4583566,4806132,7998076,0,7361208,7916389,0,8165195,0,4745441,5761952,0,6181346,4472145,3,3662646,4696096,4632539,4826089,6015615,4931057,4530119,4461239,8475179,0,6697619,5051575,4594152,5449328,6383700,5982768,5793406,0,0,5521363,405,5476072,7800944,4573643,4435019,5538325,6047573,8716237,0,0,7247704,4736966,5816306,5350921,5915816,4831633,4669376,4958599,4333061,0,5734111,0,8738979,5226309,0,6543456,6037914,4680687,0,0,6031169,8697335,0,6194530,8990966,6766536,4430528,0,782742,5844867,5597943,4529186,5281173,6008964,6630932,8433757,0,5912735,4678517,0,0,5940711,0,4240901,0,4686957,0
0,3416477,4567854,4893660,4318989,2180810,0,0,0,0,2181212,0,2427289,2640940,5473373,0,2270964,5389578,0,5594596,0,0,4034958,0,3977346,2075084,3,0,2040398,2219425,837930,3805893,1653679,2242419,1888122,2555849,0,2107676,3101099,2053230,3865965,4693545,3693873,1995781,0,0,3924762,406,1998392,2433404,1911990,2104882,3493141,3854216,2657635,0,0,4758618,2853511,3410869,3419978,3838215,2968508,2068570,1925176,2297921,0,1913415,0,2685746,163175,0,4832616,3849284,2278596,0,0,3842748,2603327,0,3821935,2803185,4435498,1987605,0,0,2032763,3254926,1978979,3161300,4018873,4274612,2637290,0,2029758,2735455,0,0,3829904,0,2237682,0,2206813,0
12316795,4429152,10654404,8847448,7084041,3001294,0,1008369,0,0,8977022,0,3187804,3323785,10741505,12501188,4365486,9419787,0,10067921,13317017,10486048,5437817,7862448,9709883,3335533,3,10927278,2907433,3081446,10133620,4889441,9224595,3137030,2864863,4398460,0,3932933,3899962,2780238,5677425,7805862,4983337,3072145,5900458,10681184,5384445,407,3242645,4584575,3009958,3113347,4396900,5159517,4074539,0,11971464,10023422,3483875,4645129,4373806,5276536,3719608,2809560,3184194,2998762,0,3146530,2614326,4636026,10723173,12141732,8391725,5110144,3259150,1774782,0,5070016,3943980,13286456,5090388,4415846,10327542,3267248,12172664,11311787,3283973,9295070,3010024,4371989,6274822,10660816,4555544,4534657,3034182,3382278,12365403,9552077,4935963,12912202,3069318,0,3186698,11810
31039974,8464454,23785134,17173743,14440300,6040735,18925758,24735369,12061180,0,19281421,21262140,6019770,6138306,24888948,29511106,6630855,22263123,0,24558761,32054623,22653330,11007472,29597211,18887081,5936877,3,23378889,5725869,6042629,22230532,9804156,20432646,5867316,5625123,8615349,0,6359588,7425895,5946870,11900757,15083981,9281189,5172715,36468019,25227384,11277091,408,5269344,6793160,5423981,5946230,8314444,10682323,6651271,1497550,28273747,25226205,6452480,9168693,8270201,10826434,7305409,5835492,5436622,5805160,16718850,5572252,27732098,9134590,22995634,27483639,15860251,9618425,6110254,26154031,22557773,9309043,7616059,33299962,9993234,7023218,24206792,5954589,28937226,24636118,5366360,18422457,5498034,8398579,13310860,21469289,6824355,29571044,5221845,5821007,28641416,24653343,10428483,31551997,5857726,15296281,6273064,23340585
3774734,1785600,3686136,3400391,2725728,2056980,843178,866190,0,0,3224684,898339,1768847,1825121,4123770,3445036,2059531,3660660,0,4043783,4031290,3284684,2227011,1668238,3480078,2030760,3,3286499,1894098,2064318,3273604,1704879,3149426,1847727,1792185,2429105,0,1894381,1878882,1985079,2290492,2859814,1839357,1437409,763629,2253645,2224349,409,1473920,2299429,1574114,1925570,1932223,1776202,2371966,0,2775877,3720672,1824077,1808089,1811019,2116091,1872394,1919075,1565184,1687876,0,1542388,602073,2547571,3334898,2476442,2997730,1699170,1944375,740626,928826,1786811,2407758,4066418,1689647,2483034,3610591,2046611,2931571,3462835,1369861,3363583,1694279,1712750,2604505,3629701,2397513,606352,1238658,1835797,3684214,2046679,1750687,3909978,1732838,0,2149552,937294
3989008,2954735,6243054,5392905,4604251,2598920,51091,103012,0,0,5659635,95798,2723553,2835600,7297744,3429249,3429997,6347518,0,7210346,6140938,5816497,3190011,2075274,6080492,2545412,3,5676847,2835210,2539403,5934605,2886285,5710647,2459228,2816818,3785648,0,3295682,3365381,2681261,3420804,4918346,3059841,2702533,71032,2183223,3270214,410,2688257,3730945,2576216,2507605,3370678,2978614,3829297,0,2565010,6679981,3102700,2988335,3044865,3091717,3289158,2784695,2568814,2521876,0,2735318,64175,3791133,5972823,2341033,5280954,2844109,2583163,105813,117086,2906417,3881696,5753605,2885603,3805122,6380282,2503289,3094911,5715668,2797026,5812096,2742264,2807843,4245092,6063806,3723729,48806,2744444,2924900,5937912,2118282,2942618,4818396,2392838,0,2551099,74105
2011874,1584726,3358998,3429996,2890918,635340,0,0,0,0,3289874,0,952282,977959,4211421,2029748,1135462,3945983,0,4241037,2052169,1542265,2387944,1523286,2961969,633962,3,1549774,691065,600227,2889511,2135908,3078480,955235,563736,1372399,0,1024602,1454330,740293,2497084,3005768,1931611,745351,1244547,1791788,2403707,411,540039,1291391,454009,716358,1615829,2093541,1378886,0,1919907,3747539,1128839,1788670,1544136,2223658,1324368,681009,439100,800991,0,813297,0,1467208,1774769,1885815,3138000,2118702,915224,0,0,2060075,1425006,2158427,2150774,1452200,3364911,658136,1940628,1629196,596542,3070162,459285,1597959,2713051,3139208,1436567,0,673110,1039819,1867725,1660902,2119527,2036663,852003,0,630234,0
1813781,971702,1765443,1710748,1387567,687758,0,940254,0,0,1638812,0,718500,766791,2100254,1767371,1192586,1997755,0,2107642,1877493,1715141,1168209,1282966,1689584,705140,3,1691630,773641,696059,1734766,1206994,1659118,750960,845576,1473555,0,1134983,936245,678146,1186171,1449253,1087459,978812,1174198,1419680,1161146,412,848262,1223846,796239,688059,1006637,1144622,1357594,0,1518786,1893846,824477,1022713,980243,1162740,875119,748875,825571,699047,0,969839,937683,1558351,1746285,1504936,1619224,1177207,767514,944134,0,1122099,1369435,1892067,1225189,1372402,1784022,700068,1631009,1631402,898431,1689000,806354,976123,1343659,1773330,1293021,986444,897469,773224,1738767,1337239,1185104,1863936,700763,0,703711,12608
3917388,2039166,6167682,4080682,3640762,1733234,0,1111529,0,0,4265973,0,1559127,1663390,5983823,3967700,2351500,5356550,0,5837134,3308866,3557744,2718379,3498729,5498372,1677972,3,3741554,1774212,1721370,3804512,2426872,3986889,1592441,1739523,2957677,0,2200585,1970535,1801359,2981838,3663269,2221063,1928338,3347926,3700202,2758729,413,1722734,2531283,1652919,1632632,2105031,2592774,2798588,0,3890913,6115341,1846968,2160662,2034626,2648964,1933041,1850365,1702576,1473980,0,1951702,2256088,3100389,3772339,3893723,3748526,2281046,1632632,1619878,0,2237736,2895541,3603073,2331950,2808942,6009095,1642931,3902021,3063105,1814290,4822899,1739227,2006894,3386831,5862237,2743284,2834580,1900536,1715777,3226431,3631029,2508879,3657895,1439038,0,1702390,14893
1380991,1404676,741874,2695202,2560686,1056128,450411,441454,0,0,744051,442025,877622,996039,724942,1370892,2157394,3025792,0,2345631,1167165,949678,1726746,1031824,728754,876167,3,972923,1155092,1023733,849007,1645133,755602,775872,1193557,3100697,0,1875274,1262003,1070054,1808498,2836660,1650328,1401376,758029,1237420,1784054,414,1302361,2436704,1135676,804157,1410612,1558890,2755443,0,1326924,690309,1092848,1604916,1388486,1596759,1182991,1054819,1218046,818106,0,1489188,407276,3236530,981968,1319620,2767024,1694692,830491,471827,464894,1656792,2907219,1255454,1686605,2723305,679370,875794,1318591,995281,1403289,715018,1135319,1434514,2140759,757353,2564744,278727,1390623,1056634,1092191,1141173,1611326,1303792,779820,0,1112388,448388
4340478,3092778,5641761,5600731,4848160,2208395,1340979,1650565,0,0,5544791,1417894,2208420,2408730,6505406,4204820,3580947,6194207,0,6362500,7154228,5767270,3667040,3500805,5294496,2077593,3,5789289,2532509,2188561,5846796,3421367,5597669,2160255,2528656,4285081,0,3090655,2879901,2240673,3926221,5149907,3357447,2635223,3062382,3809178,3735623,415,2355815,3825544,2238221,2061003,3208075,3468448,4207017,0,4108518,5914376,2613660,3254554,3115416,3522025,2763049,2345921,2255069,2067696,0,2629151,1625573,4376360,5889625,3999464,5393577,3425105,2209965,1752973,1537989,3397866,4418404,7326534,3473248,4338567,5585021,2029705,4073655,5896004,2509690,5457403,2425944,3007143,4383709,5499476,4172431,1802655,2624856,2503544,6619373,3616761,3418163,6655738,2021948,0,2127575,1526439
